Date,Open,High,Low,Close,Adj Close,Volume
08/10/2019,113.059998,113.059998,111.660004,111.82,100.50074,10806300
09/10/2019,112.669998,113.160004,112.07,112.629997,101.228752,7273700
10/10/2019,113.139999,115.400002,113,114.209999,102.648819,10994100
11/10/2019,116.029999,117.989998,115.870003,116.139999,104.383453,15076500
14/10/2019,115.849998,116.870003,115.660004,116.449997,104.662071,8779000
15/10/2019,118.849998,121.589996,117.870003,119.959999,107.816765,23379000
16/10/2019,119.959999,120.620003,119.379997,119.68,107.565109,11087700
17/10/2019,120.75,121.57,119.879997,120.349998,108.167282,10818500
18/10/2019,120,121.019997,119.860001,120.559998,108.356018,10417400
21/10/2019,122.050003,123.769997,121.989998,123.550003,111.043358,12714600
22/10/2019,123.449997,125.099998,123.120003,124.790001,112.157837,12549100
23/10/2019,124.199997,125.150002,124.169998,125.120003,112.454422,8828300
24/10/2019,125.290001,125.660004,124.07,125.029999,112.373528,8020500
